                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.6123,                 1.7613,                 1.3703,                0.74554,                0.22537,                0.21476,                0.11473,                 1.7609,                  1.993,                 1.4717,               0.009604,               0.009604,               0.009604
                     14,                 1.5903,                 1.7292,                  1.359,                0.75068,                0.21491,                0.20458,                0.10389,                 1.7832,                  2.028,                 1.4798,               0.009571,               0.009571,               0.009571
                     15,                 1.5871,                 1.7146,                 1.3622,                0.74042,                0.22019,                0.21465,                0.11303,                 1.7649,                  1.973,                  1.478,               0.009538,               0.009538,               0.009538
                     16,                 1.5655,                  1.684,                 1.3341,                0.74492,                0.22015,                0.21184,                0.11598,                 1.7559,                 2.0166,                 1.4681,               0.009505,               0.009505,               0.009505
                     17,                 1.5763,                 1.6798,                 1.3459,                0.73472,                0.21925,                0.20512,                 0.1128,                 1.7745,                 2.0007,                 1.4721,               0.009472,               0.009472,               0.009472
                     18,                 1.5612,                 1.6619,                 1.3419,                0.74422,                0.22426,                0.21877,                0.11717,                 1.7307,                   1.95,                 1.4612,               0.009439,               0.009439,               0.009439
                     19,                 1.5657,                 1.6679,                 1.3383,                0.77304,                0.23507,                0.24884,                0.13912,                 1.7164,                 1.8457,                 1.4448,               0.009406,               0.009406,               0.009406
                     20,                 1.5133,                 1.5876,                 1.3169,                0.75222,                0.23133,                0.24203,                0.12467,                 1.7151,                 1.8745,                 1.4497,               0.009373,               0.009373,               0.009373
                     21,                  1.532,                  1.632,                 1.3239,                0.75573,                 0.2268,                0.24532,                0.13318,                 1.7372,                  1.974,                 1.4514,                0.00934,                0.00934,                0.00934
                     22,                 1.5271,                 1.5881,                 1.3154,                0.75194,                0.22364,                0.22449,                0.12352,                 1.7437,                 1.9372,                 1.4548,               0.009307,               0.009307,               0.009307
                     23,                 1.5214,                 1.5993,                 1.3073,                 0.7752,                0.23825,                0.24485,                 0.1378,                  1.701,                 1.8321,                  1.456,               0.009274,               0.009274,               0.009274
                     24,                 1.4866,                 1.5415,                 1.2935,                 0.7747,                 0.2374,                0.24719,                0.13849,                 1.7141,                 1.8379,                 1.4528,               0.009241,               0.009241,               0.009241
                     25,                 1.5119,                 1.5564,                 1.3136,                0.77142,                 0.2501,                0.25522,                0.14078,                 1.7117,                 1.8131,                 1.4435,               0.009208,               0.009208,               0.009208
                     26,                 1.5113,                 1.5703,                 1.3142,                0.76637,                 0.2467,                0.25042,                0.13885,                 1.6983,                 1.8546,                  1.434,               0.009175,               0.009175,               0.009175
                     27,                 1.5013,                 1.5415,                 1.2961,                0.76999,                0.24597,                0.24797,                 0.1405,                 1.7127,                 1.8214,                 1.4455,               0.009142,               0.009142,               0.009142
                     28,                 1.4936,                 1.5396,                 1.2922,                0.78877,                0.24101,                0.26987,                0.14989,                 1.6749,                 1.8067,                 1.4328,               0.009109,               0.009109,               0.009109
                     29,                  1.476,                  1.518,                 1.2942,                0.79211,                0.24388,                0.25865,                0.14719,                  1.689,                 1.7788,                 1.4384,               0.009076,               0.009076,               0.009076
                     30,                 1.4892,                 1.5151,                 1.2939,                0.77273,                0.24975,                0.25057,                0.14122,                 1.6899,                 1.8321,                 1.4418,               0.009043,               0.009043,               0.009043
                     31,                 1.4758,                 1.5029,                 1.2809,                0.77647,                0.24129,                0.24496,                0.13723,                 1.6899,                  1.847,                 1.4387,                0.00901,                0.00901,                0.00901
                     32,                 1.4625,                 1.4792,                 1.2759,                0.24803,                0.28826,                0.24577,                0.13164,                 1.7372,                 1.8562,                 1.4563,               0.008977,               0.008977,               0.008977
                     33,                 1.4418,                 1.4465,                 1.2617,                0.28641,                0.32972,                0.26747,                0.14932,                  1.684,                 1.7643,                 1.4268,               0.008944,               0.008944,               0.008944
                     34,                 1.4412,                 1.4511,                 1.2728,                0.39039,                0.28234,                0.31942,                0.16377,                 1.6836,                 1.7951,                 1.4261,               0.008911,               0.008911,               0.008911
                     35,                 1.4281,                 1.4476,                 1.2605,                0.39032,                0.31348,                0.30498,                0.16848,                 1.6759,                 1.7843,                 1.4295,               0.008878,               0.008878,               0.008878
                     36,                 1.4387,                  1.442,                 1.2681,                0.31932,                0.29154,                0.27476,                0.15556,                 1.6786,                 1.7601,                 1.4329,               0.008845,               0.008845,               0.008845
                     37,                 1.4198,                 1.4061,                  1.251,                0.37022,                0.33714,                0.33633,                0.17038,                  1.679,                 1.7347,                 1.4251,               0.008812,               0.008812,               0.008812
                     38,                 1.4349,                 1.4096,                 1.2633,                0.42124,                0.29769,                0.28732,                0.15953,                  1.689,                 1.7928,                 1.4371,               0.008779,               0.008779,               0.008779
                     39,                 1.4005,                 1.3987,                 1.2434,                0.58039,                0.28682,                0.29712,                0.16434,                 1.6831,                 1.7899,                 1.4259,               0.008746,               0.008746,               0.008746
                     40,                 1.4032,                 1.3915,                 1.2434,                0.45966,                0.28535,                0.31849,                0.16753,                 1.6788,                 1.7484,                 1.4323,               0.008713,               0.008713,               0.008713
                     41,                 1.4237,                  1.398,                 1.2503,                0.37795,                0.32415,                0.28906,                0.15395,                 1.6732,                 1.7555,                 1.4298,                0.00868,                0.00868,                0.00868
                     42,                 1.3977,                 1.3799,                 1.2359,                0.48618,                0.33375,                0.35032,                0.17474,                 1.6677,                  1.739,                 1.4282,               0.008647,               0.008647,               0.008647
                     43,                 1.4148,                 1.3783,                 1.2399,                0.56356,                0.31475,                0.34448,                0.17212,                  1.682,                 1.7412,                 1.4368,               0.008614,               0.008614,               0.008614
                     44,                 1.3937,                 1.3518,                 1.2308,                0.52071,                0.32387,                0.34645,                   0.17,                 1.6756,                 1.7362,                 1.4295,               0.008581,               0.008581,               0.008581
                     45,                 1.3835,                  1.347,                 1.2304,                0.50011,                 0.3231,                0.35605,                0.17443,                 1.6723,                 1.7469,                 1.4318,               0.008548,               0.008548,               0.008548
                     46,                 1.3798,                 1.3462,                 1.2341,                0.51806,                   0.29,                0.35151,                0.17589,                 1.6634,                 1.7122,                 1.4267,               0.008515,               0.008515,               0.008515
                     47,                 1.3886,                  1.342,                 1.2282,                 0.5068,                0.31897,                0.33724,                0.17184,                 1.6664,                 1.7282,                 1.4293,               0.008482,               0.008482,               0.008482
                     48,                 1.3833,                 1.3219,                 1.2245,                0.46982,                0.31114,                0.36602,                0.17984,                 1.6693,                 1.7064,                 1.4358,               0.008449,               0.008449,               0.008449
                     49,                 1.3652,                  1.319,                 1.2166,                0.36605,                0.38044,                0.36203,                0.19248,                 1.6734,                 1.6991,                 1.4341,               0.008416,               0.008416,               0.008416
                     50,                 1.3838,                 1.3239,                 1.2326,                0.51014,                0.32957,                0.36907,                0.18959,                 1.6716,                 1.6932,                 1.4322,               0.008383,               0.008383,               0.008383
                     51,                 1.3681,                 1.3091,                 1.2181,                0.44952,                0.34334,                0.35708,                0.17838,                 1.6735,                 1.6962,                 1.4382,                0.00835,                0.00835,                0.00835
                     52,                 1.3726,                 1.3101,                  1.227,                 0.4638,                 0.3699,                0.37688,                0.18338,                 1.6721,                 1.6926,                 1.4343,               0.008317,               0.008317,               0.008317
                     53,                 1.3715,                 1.3088,                 1.2185,                0.46688,                0.34153,                0.34954,                0.18617,                 1.6764,                  1.708,                 1.4373,               0.008284,               0.008284,               0.008284
                     54,                 1.3663,                 1.3002,                 1.2158,                 0.5269,                0.29907,                0.35662,                0.18591,                 1.6739,                 1.7199,                 1.4348,               0.008251,               0.008251,               0.008251
                     55,                 1.3569,                 1.2945,                 1.2163,                0.44906,                0.32298,                0.36417,                0.19179,                 1.6783,                  1.704,                 1.4392,               0.008218,               0.008218,               0.008218
                     56,                 1.3733,                 1.2992,                 1.2236,                0.38286,                0.36358,                0.35254,                0.18396,                 1.6703,                 1.6972,                 1.4346,               0.008185,               0.008185,               0.008185
                     57,                 1.3539,                 1.2841,                  1.215,                0.36827,                0.37301,                0.35455,                 0.1816,                 1.6777,                 1.7104,                  1.438,               0.008152,               0.008152,               0.008152
                     58,                 1.3515,                  1.264,                 1.2125,                0.43591,                0.36174,                 0.3786,                0.19108,                 1.6874,                 1.6929,                 1.4391,               0.008119,               0.008119,               0.008119
                     59,                 1.3309,                 1.2511,                 1.2002,                0.47486,                0.34503,                0.37698,                0.19025,                 1.6843,                 1.6912,                 1.4414,               0.008086,               0.008086,               0.008086
                     60,                 1.3322,                  1.243,                 1.2001,                0.53317,                0.32716,                0.36292,                0.18602,                 1.6826,                 1.6975,                 1.4424,               0.008053,               0.008053,               0.008053
                     61,                 1.3406,                 1.2478,                 1.2013,                0.54755,                0.32537,                0.37338,                0.19255,                  1.671,                 1.6896,                 1.4396,                0.00802,                0.00802,                0.00802
                     62,                 1.3415,                 1.2517,                 1.2004,                0.52731,                0.32586,                0.36435,                0.18657,                 1.6734,                 1.6976,                 1.4414,               0.007987,               0.007987,               0.007987
                     63,                 1.3185,                 1.2273,                 1.1958,                0.40613,                0.37931,                0.36575,                0.18398,                 1.6755,                 1.7033,                 1.4399,               0.007954,               0.007954,               0.007954
                     64,                 1.3423,                 1.2477,                 1.1969,                0.40315,                0.39713,                0.36748,                0.19239,                 1.6739,                 1.7039,                 1.4373,               0.007921,               0.007921,               0.007921
                     65,                 1.3305,                 1.2398,                 1.1951,                0.40724,                0.42155,                0.36784,                 0.1911,                 1.6807,                 1.6948,                 1.4376,               0.007888,               0.007888,               0.007888
                     66,                 1.3224,                 1.2346,                  1.196,                0.50011,                0.40074,                0.37685,                0.19486,                 1.6833,                 1.6935,                 1.4414,               0.007855,               0.007855,               0.007855
                     67,                 1.3035,                 1.2114,                 1.1905,                0.53089,                0.40328,                0.37202,                 0.1957,                 1.6883,                 1.7026,                 1.4467,               0.007822,               0.007822,               0.007822
                     68,                 1.3114,                 1.2041,                 1.1843,                0.56272,                0.38089,                0.37837,                0.19501,                 1.6889,                 1.7137,                 1.4503,               0.007789,               0.007789,               0.007789
                     69,                 1.2995,                 1.1958,                 1.1842,                 0.5331,                0.38737,                0.38484,                0.19334,                 1.6912,                 1.7057,                 1.4514,               0.007756,               0.007756,               0.007756
                     70,                 1.3277,                 1.2272,                 1.1952,                0.48123,                 0.4019,                0.38331,                0.19584,                 1.6896,                 1.6986,                 1.4518,               0.007723,               0.007723,               0.007723
                     71,                 1.3009,                 1.1936,                 1.1758,                0.46422,                0.38117,                0.38971,                0.19697,                 1.6932,                 1.6917,                 1.4528,                0.00769,                0.00769,                0.00769
                     72,                 1.2924,                 1.1821,                 1.1795,                0.48794,                0.36752,                0.38178,                0.19196,                 1.6951,                 1.6954,                 1.4558,               0.007657,               0.007657,               0.007657
                     73,                 1.3068,                 1.1962,                 1.1863,                  0.483,                0.38289,                0.37987,                0.19389,                 1.6931,                  1.703,                 1.4555,               0.007624,               0.007624,               0.007624
                     74,                 1.3021,                 1.1893,                 1.1817,                0.48811,                0.39786,                 0.3841,                0.19359,                 1.6898,                 1.6971,                 1.4566,               0.007591,               0.007591,               0.007591
                     75,                 1.3075,                 1.1836,                 1.1811,                0.43922,                0.40373,                0.37958,                0.19329,                 1.6869,                 1.6938,                 1.4559,               0.007558,               0.007558,               0.007558
                     76,                 1.2899,                 1.1877,                 1.1758,                0.47634,                0.39999,                0.38236,                0.19471,                  1.686,                 1.6909,                 1.4548,               0.007525,               0.007525,               0.007525
                     77,                 1.2935,                 1.1602,                 1.1682,                0.49465,                 0.3796,                0.38273,                0.19476,                  1.684,                 1.6894,                 1.4557,               0.007492,               0.007492,               0.007492
                     78,                 1.3154,                 1.1887,                 1.1849,                0.46058,                0.38605,                0.38543,                0.19656,                 1.6838,                 1.6935,                 1.4555,               0.007459,               0.007459,               0.007459
                     79,                 1.2917,                 1.1675,                 1.1779,                0.53364,                0.36414,                0.38332,                0.20352,                 1.6847,                 1.6937,                 1.4569,               0.007426,               0.007426,               0.007426
                     80,                  1.288,                 1.1652,                 1.1644,                0.57245,                0.34965,                0.38938,                0.20595,                 1.6845,                 1.6903,                 1.4584,               0.007393,               0.007393,               0.007393
                     81,                 1.3006,                 1.1628,                  1.176,                0.47485,                0.40398,                0.38857,                0.20122,                 1.6859,                 1.6912,                 1.4605,                0.00736,                0.00736,                0.00736
                     82,                 1.2987,                 1.1605,                 1.1695,                0.47109,                0.41072,                0.38667,                0.20361,                 1.6856,                 1.6931,                 1.4608,               0.007327,               0.007327,               0.007327
                     83,                 1.2838,                 1.1657,                 1.1777,                0.49512,                0.40712,                0.38898,                0.20399,                 1.6839,                 1.6996,                 1.4593,               0.007294,               0.007294,               0.007294
                     84,                 1.2919,                 1.1709,                 1.1747,                0.54069,                0.39466,                0.39501,                0.20974,                 1.6811,                 1.6993,                 1.4588,               0.007261,               0.007261,               0.007261
                     85,                  1.298,                 1.1585,                 1.1694,                0.55027,                0.39189,                0.39193,                0.20354,                 1.6791,                 1.6932,                 1.4587,               0.007228,               0.007228,               0.007228
                     86,                 1.2831,                 1.1436,                 1.1592,                0.70994,                0.38259,                0.40234,                0.20569,                 1.6776,                 1.6887,                 1.4581,               0.007195,               0.007195,               0.007195
                     87,                 1.2792,                 1.1402,                 1.1706,                 0.6192,                0.38434,                0.39777,                0.20647,                 1.6772,                 1.6845,                 1.4582,               0.007162,               0.007162,               0.007162
                     88,                 1.2708,                 1.1373,                 1.1637,                0.62174,                0.37983,                0.39793,                0.20326,                 1.6773,                 1.6814,                 1.4585,               0.007129,               0.007129,               0.007129
                     89,                 1.2686,                 1.1216,                  1.157,                0.63388,                0.36172,                0.39895,                0.20735,                  1.679,                 1.6823,                 1.4604,               0.007096,               0.007096,               0.007096
                     90,                 1.2787,                  1.127,                 1.1614,                0.58683,                0.37368,                0.40071,                0.20557,                 1.6791,                 1.6821,                 1.4607,               0.007063,               0.007063,               0.007063
                     91,                 1.2722,                 1.1237,                 1.1607,                  0.625,                0.37168,                0.40181,                0.20566,                 1.6806,                 1.6827,                 1.4615,                0.00703,                0.00703,                0.00703
                     92,                 1.2428,                 1.0978,                 1.1502,                0.61055,                0.36496,                 0.4004,                0.20832,                 1.6807,                  1.681,                 1.4618,               0.006997,               0.006997,               0.006997
                     93,                 1.2571,                 1.1262,                 1.1548,                0.60581,                0.34734,                0.39819,                0.20876,                 1.6804,                  1.679,                  1.462,               0.006964,               0.006964,               0.006964
                     94,                 1.2502,                 1.1019,                 1.1477,                0.63276,                 0.3623,                0.39772,                0.20968,                 1.6789,                 1.6792,                 1.4619,               0.006931,               0.006931,               0.006931
                     95,                 1.2462,                  1.099,                 1.1494,                0.58885,                0.36788,                0.39376,                0.20965,                 1.6785,                  1.676,                 1.4611,               0.006898,               0.006898,               0.006898
                     96,                 1.2673,                 1.0992,                 1.1566,                 0.5466,                0.37019,                0.39364,                0.20962,                   1.68,                  1.677,                 1.4617,               0.006865,               0.006865,               0.006865
                     97,                 1.2653,                 1.1055,                 1.1549,                0.56295,                0.37126,                0.39263,                0.20993,                 1.6797,                 1.6786,                 1.4615,               0.006832,               0.006832,               0.006832
                     98,                 1.2181,                  1.077,                 1.1393,                0.57176,                0.36872,                 0.3911,                0.20877,                 1.6801,                 1.6787,                 1.4615,               0.006799,               0.006799,               0.006799
                     99,                 1.2605,                 1.0964,                 1.1526,                0.54212,                0.37487,                0.38683,                0.20786,                 1.6798,                 1.6787,                 1.4622,               0.006766,               0.006766,               0.006766
                    100,                 1.2373,                 1.0822,                 1.1466,                0.54882,                0.37273,                0.38769,                0.20985,                 1.6789,                 1.6773,                 1.4614,               0.006733,               0.006733,               0.006733
                    101,                 1.2319,                 1.0784,                 1.1488,                0.54795,                0.37182,                0.38812,                0.20998,                 1.6789,                 1.6768,                 1.4611,                 0.0067,                 0.0067,                 0.0067
                    102,                  1.225,                   1.07,                 1.1335,                0.58201,                 0.3656,                0.38478,                0.20966,                 1.6798,                 1.6766,                 1.4615,               0.006667,               0.006667,               0.006667
                    103,                 1.2561,                 1.0826,                 1.1514,                0.58631,                0.36402,                0.38497,                 0.2091,                 1.6809,                 1.6763,                  1.462,               0.006634,               0.006634,               0.006634
                    104,                 1.2324,                 1.0669,                 1.1403,                0.59133,                0.36551,                0.38688,                0.21028,                 1.6804,                 1.6775,                 1.4612,               0.006601,               0.006601,               0.006601
                    105,                 1.2335,                 1.0742,                 1.1396,                0.56128,                0.37177,                0.38654,                 0.2101,                 1.6802,                 1.6772,                 1.4616,               0.006568,               0.006568,               0.006568
                    106,                 1.2274,                  1.071,                  1.136,                0.58889,                0.37075,                0.38779,                0.20773,                 1.6812,                 1.6785,                 1.4615,               0.006535,               0.006535,               0.006535
                    107,                 1.2258,                 1.0659,                 1.1355,                0.58799,                0.37171,                 0.3879,                0.20942,                 1.6806,                 1.6802,                 1.4613,               0.006502,               0.006502,               0.006502
                    108,                 1.2181,                 1.0467,                 1.1286,                0.58789,                0.37103,                0.38764,                0.21003,                 1.6811,                  1.681,                 1.4613,               0.006469,               0.006469,               0.006469
                    109,                 1.2162,                 1.0547,                 1.1411,                0.60035,                0.36771,                0.40022,                0.21395,                 1.6806,                 1.6805,                 1.4613,               0.006436,               0.006436,               0.006436
                    110,                 1.2136,                 1.0528,                 1.1255,                0.60147,                 0.3656,                0.40262,                0.21292,                 1.6804,                 1.6794,                 1.4616,               0.006403,               0.006403,               0.006403
                    111,                 1.2187,                 1.0633,                 1.1334,                0.60386,                0.36339,                0.40541,                0.21419,                 1.6809,                   1.68,                 1.4613,                0.00637,                0.00637,                0.00637
                    112,                 1.2169,                 1.0403,                 1.1319,                0.59726,                0.36466,                0.40387,                0.21276,                 1.6812,                 1.6799,                 1.4615,               0.006337,               0.006337,               0.006337
                    113,                 1.2284,                  1.061,                 1.1345,                 0.5986,                0.36094,                0.39784,                0.21242,                 1.6807,                   1.68,                 1.4614,               0.006304,               0.006304,               0.006304
                    114,                  1.217,                  1.041,                 1.1265,                 0.6034,                0.35914,                0.39804,                0.21169,                 1.6806,                 1.6806,                 1.4615,               0.006271,               0.006271,               0.006271
                    115,                 1.2268,                 1.0696,                   1.14,                0.61825,                0.35874,                0.39598,                0.21054,                 1.6817,                 1.6811,                 1.4622,               0.006238,               0.006238,               0.006238
                    116,                 1.2234,                 1.0404,                 1.1325,                  0.606,                0.36045,                0.39608,                0.21002,                 1.6819,                 1.6816,                 1.4624,               0.006205,               0.006205,               0.006205
                    117,                 1.2218,                 1.0366,                 1.1275,                0.57316,                0.36989,                0.39638,                0.20961,                 1.6827,                 1.6819,                 1.4631,               0.006172,               0.006172,               0.006172
                    118,                 1.1965,                 1.0301,                 1.1249,                0.57189,                0.37002,                 0.3967,                0.21127,                 1.6829,                 1.6826,                 1.4635,               0.006139,               0.006139,               0.006139
                    119,                 1.2231,                 1.0478,                  1.132,                0.56353,                0.37346,                0.39643,                0.20977,                 1.6831,                 1.6827,                  1.463,               0.006106,               0.006106,               0.006106
                    120,                 1.2123,                 1.0315,                 1.1258,                0.56627,                0.37306,                0.39707,                0.21133,                 1.6831,                 1.6833,                 1.4633,               0.006073,               0.006073,               0.006073
                    121,                  1.203,                 1.0235,                 1.1212,                0.57143,                0.37351,                0.39731,                0.21147,                 1.6833,                 1.6836,                 1.4636,                0.00604,                0.00604,                0.00604
                    122,                 1.2024,                 1.0257,                 1.1173,                 0.5714,                0.37329,                0.40149,                 0.2127,                 1.6831,                  1.683,                 1.4635,               0.006007,               0.006007,               0.006007
                    123,                 1.1978,                 1.0112,                 1.1172,                0.56782,                0.37368,                0.40196,                0.21297,                 1.6829,                 1.6827,                 1.4638,               0.005974,               0.005974,               0.005974
                    124,                 1.2063,                 1.0275,                  1.123,                0.54798,                0.37842,                0.39747,                0.21259,                 1.6827,                 1.6827,                 1.4636,               0.005941,               0.005941,               0.005941
                    125,                 1.2055,                 1.0275,                 1.1227,                0.56445,                0.37103,                0.39861,                0.21265,                 1.6835,                 1.6816,                 1.4642,               0.005908,               0.005908,               0.005908
                    126,                 1.1872,                 1.0042,                 1.1086,                0.55042,                 0.3778,                0.39867,                0.21276,                 1.6833,                 1.6811,                 1.4642,               0.005875,               0.005875,               0.005875
                    127,                 1.1991,                 1.0106,                  1.121,                0.56302,                0.37068,                0.39944,                0.21318,                 1.6836,                   1.68,                 1.4642,               0.005842,               0.005842,               0.005842
                    128,                 1.2016,                 1.0147,                 1.1239,                0.55377,                0.37645,                0.39905,                0.21312,                  1.684,                 1.6787,                 1.4646,               0.005809,               0.005809,               0.005809
                    129,                 1.1808,                 1.0044,                 1.1175,                0.55593,                0.37532,                0.39917,                0.21325,                 1.6836,                 1.6781,                 1.4645,               0.005776,               0.005776,               0.005776
                    130,                 1.2104,                 1.0176,                  1.121,                0.55855,                0.37464,                 0.3993,                0.21335,                 1.6839,                 1.6774,                 1.4643,               0.005743,               0.005743,               0.005743
                    131,                 1.1823,                0.99177,                 1.1086,                 0.5709,                0.37362,                0.39999,                0.21376,                  1.684,                  1.677,                 1.4643,                0.00571,                0.00571,                0.00571
                    132,                 1.1962,                 1.0031,                 1.1153,                0.58049,                0.37588,                0.41132,                0.21863,                 1.6839,                 1.6753,                 1.4641,               0.005677,               0.005677,               0.005677
                    133,                 1.1966,                 1.0061,                 1.1194,                0.57854,                0.37712,                0.41165,                0.22052,                 1.6833,                 1.6755,                  1.464,               0.005644,               0.005644,               0.005644
                    134,                 1.1809,                0.99098,                 1.1085,                 0.5823,                0.37588,                0.41281,                0.22108,                 1.6834,                 1.6746,                 1.4642,               0.005611,               0.005611,               0.005611
                    135,                 1.1796,                0.99177,                 1.1151,                0.57158,                0.37786,                 0.4127,                0.22096,                 1.6835,                 1.6739,                 1.4641,               0.005578,               0.005578,               0.005578
                    136,                 1.1829,                  1.005,                 1.1124,                0.58077,                0.37887,                0.41429,                0.22226,                 1.6824,                 1.6737,                 1.4634,               0.005545,               0.005545,               0.005545
                    137,                 1.2025,                0.99343,                 1.1095,                0.57914,                0.38011,                0.41485,                 0.2245,                 1.6823,                 1.6736,                 1.4639,               0.005512,               0.005512,               0.005512
                    138,                 1.1764,                0.98643,                 1.1096,                0.57981,                0.38034,                0.41531,                0.22489,                 1.6824,                 1.6732,                 1.4639,               0.005479,               0.005479,               0.005479
                    139,                 1.1856,                0.98027,                 1.1132,                0.57877,                0.38131,                0.41827,                0.22588,                 1.6824,                  1.673,                 1.4639,               0.005446,               0.005446,               0.005446
                    140,                 1.1564,                0.97515,                 1.0996,                0.57143,                0.38476,                0.41791,                0.22585,                 1.6829,                  1.674,                 1.4644,               0.005413,               0.005413,               0.005413
                    141,                 1.1478,                0.95398,                 1.0969,                0.57001,                 0.3858,                0.41623,                0.22712,                 1.6826,                 1.6735,                  1.464,                0.00538,                0.00538,                0.00538
                    142,                 1.1852,                0.98897,                 1.1133,                0.56942,                0.38732,                0.41721,                0.22748,                 1.6821,                 1.6751,                 1.4638,               0.005347,               0.005347,               0.005347
                    143,                 1.1712,                0.97909,                  1.111,                0.55319,                0.38986,                0.41587,                0.22854,                  1.682,                 1.6753,                 1.4634,               0.005314,               0.005314,               0.005314
                    144,                 1.1675,                0.95819,                  1.108,                0.55362,                0.38998,                0.41628,                0.22876,                  1.682,                 1.6762,                 1.4638,               0.005281,               0.005281,               0.005281
                    145,                  1.159,                0.96055,                 1.0966,                0.55519,                0.39072,                0.41617,                0.22866,                 1.6826,                 1.6772,                 1.4639,               0.005248,               0.005248,               0.005248
                    146,                 1.1601,                0.96505,                 1.0966,                0.56001,                0.39128,                0.41599,                 0.2287,                 1.6824,                 1.6774,                 1.4638,               0.005215,               0.005215,               0.005215
                    147,                 1.1745,                0.97207,                 1.0997,                0.55771,                0.39112,                0.41636,                0.22885,                 1.6828,                 1.6775,                 1.4638,               0.005182,               0.005182,               0.005182
                    148,                 1.1548,                 0.9618,                  1.091,                0.54682,                0.37644,                 0.4173,                0.22859,                 1.6829,                  1.678,                 1.4637,               0.005149,               0.005149,               0.005149
                    149,                 1.1407,                0.95719,                  1.096,                0.54914,                0.37829,                0.41702,                0.22807,                 1.6831,                 1.6781,                 1.4638,               0.005116,               0.005116,               0.005116
                    150,                 1.1769,                0.97254,                 1.1044,                0.61898,                0.35051,                0.41679,                0.22786,                 1.6831,                 1.6795,                 1.4635,               0.005083,               0.005083,               0.005083
                    151,                 1.1656,                0.96195,                 1.1035,                0.62274,                0.34848,                0.41692,                0.22679,                 1.6832,                 1.6798,                 1.4638,                0.00505,                0.00505,                0.00505
                    152,                 1.1762,                0.96612,                 1.1015,                0.61967,                0.35045,                0.41718,                  0.227,                 1.6834,                 1.6796,                 1.4642,               0.005017,               0.005017,               0.005017
                    153,                 1.1558,                0.95986,                 1.1033,                0.62333,                0.34808,                0.41686,                0.22725,                 1.6843,                 1.6793,                 1.4647,               0.004984,               0.004984,               0.004984
                    154,                 1.1537,                0.94711,                 1.0967,                0.62632,                0.34633,                0.41716,                0.22717,                 1.6856,                 1.6807,                 1.4647,               0.004951,               0.004951,               0.004951
                    155,                 1.1514,                0.95863,                 1.0899,                0.62667,                 0.3461,                0.41671,                 0.2284,                 1.6854,                 1.6813,                 1.4644,               0.004918,               0.004918,               0.004918
                    156,                 1.1698,                0.96564,                 1.0941,                0.62333,                0.34797,                0.41664,                0.22864,                  1.686,                 1.6832,                 1.4642,               0.004885,               0.004885,               0.004885
