                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.1567,                0.95144,                 1.0898,                 0.6223,                0.34876,                0.41623,                0.22835,                 1.6862,                 1.6844,                 1.4639,               0.004852,               0.004852,               0.004852
                    158,                 1.1297,                0.92728,                 1.0872,                0.62226,                0.34887,                0.41562,                0.22987,                 1.6867,                 1.6867,                 1.4638,               0.004819,               0.004819,               0.004819
                    159,                 1.1589,                0.93855,                 1.0941,                0.61722,                0.35208,                0.41507,                0.22953,                 1.6873,                 1.6881,                  1.464,               0.004786,               0.004786,               0.004786
                    160,                 1.1309,                0.92786,                 1.0879,                0.61881,                0.35158,                0.41448,                0.22935,                 1.6872,                 1.6877,                 1.4639,               0.004753,               0.004753,               0.004753
                    161,                 1.1495,                0.94618,                 1.0927,                0.61935,                0.35169,                0.41423,                0.22934,                 1.6874,                 1.6877,                  1.464,                0.00472,                0.00472,                0.00472
                    162,                 1.1532,                0.93474,                  1.097,                0.63243,                0.34813,                0.41452,                0.22958,                 1.6874,                 1.6883,                 1.4639,               0.004687,               0.004687,               0.004687
                    163,                 1.1487,                0.94453,                 1.0962,                0.62694,                0.34994,                0.41741,                0.23103,                  1.687,                 1.6884,                 1.4636,               0.004654,               0.004654,               0.004654
                    164,                 1.1369,                0.93448,                 1.0882,                0.62638,                0.35096,                0.41538,                0.22926,                 1.6872,                 1.6893,                 1.4638,               0.004621,               0.004621,               0.004621
                    165,                 1.1184,                0.92104,                 1.0896,                0.56722,                0.36908,                0.41686,                0.22815,                  1.688,                 1.6896,                 1.4642,               0.004588,               0.004588,               0.004588
                    166,                 1.1189,                0.90785,                 1.0766,                0.57515,                 0.3676,                0.41783,                0.22866,                 1.6884,                 1.6902,                 1.4641,               0.004555,               0.004555,               0.004555
                    167,                 1.1425,                0.92943,                 1.0909,                0.59133,                0.36618,                0.41848,                0.22891,                 1.6889,                 1.6899,                 1.4637,               0.004522,               0.004522,               0.004522
                    168,                 1.1308,                0.91642,                 1.0769,                0.61441,                0.36201,                0.42089,                0.23013,                 1.6899,                 1.6898,                 1.4641,               0.004489,               0.004489,               0.004489
                    169,                 1.1449,                 0.9252,                 1.0855,                0.63495,                0.37808,                0.42147,                0.23044,                 1.6906,                 1.6909,                 1.4646,               0.004456,               0.004456,               0.004456
                    170,                 1.1364,                  0.923,                 1.0807,                0.63085,                0.37785,                0.42143,                0.23016,                 1.6908,                 1.6915,                 1.4647,               0.004423,               0.004423,               0.004423
                    171,                 1.1096,                0.90639,                 1.0765,                0.61671,                0.38114,                 0.4221,                0.23065,                 1.6916,                 1.6929,                 1.4649,                0.00439,                0.00439,                0.00439
                    172,                 1.1298,                0.92213,                 1.0815,                0.61458,                0.38096,                0.42191,                0.23114,                 1.6913,                 1.6934,                 1.4647,               0.004357,               0.004357,               0.004357
                    173,                 1.1371,                0.92873,                 1.0838,                0.60126,                0.38057,                  0.421,                0.23108,                 1.6913,                 1.6927,                  1.465,               0.004324,               0.004324,               0.004324
                    174,                 1.1323,                0.91676,                 1.0838,                0.58453,                0.38056,                0.42906,                0.24317,                 1.6908,                 1.6925,                 1.4647,               0.004291,               0.004291,               0.004291
                    175,                 1.1203,                0.91941,                 1.0795,                0.58694,                0.37938,                0.42958,                0.24356,                 1.6913,                 1.6917,                 1.4652,               0.004258,               0.004258,               0.004258
                    176,                 1.1192,                0.90916,                 1.0826,                0.58694,                0.37859,                 0.4273,                0.24401,                 1.6914,                 1.6918,                 1.4657,               0.004225,               0.004225,               0.004225
                    177,                 1.1199,                0.90408,                 1.0808,                0.57943,                 0.3787,                0.42795,                0.24592,                 1.6927,                 1.6916,                 1.4663,               0.004192,               0.004192,               0.004192
                    178,                   1.12,                 0.9081,                 1.0793,                0.59899,                0.37288,                0.42926,                0.24676,                 1.6927,                 1.6915,                 1.4665,               0.004159,               0.004159,               0.004159
                    179,                 1.1183,                0.90249,                 1.0696,                0.60218,                0.37061,                0.43192,                0.25022,                 1.6925,                  1.691,                 1.4664,               0.004126,               0.004126,               0.004126
                    180,                 1.1064,                0.90153,                 1.0703,                0.61155,                0.36979,                 0.4323,                0.24913,                 1.6926,                 1.6893,                 1.4662,               0.004093,               0.004093,               0.004093
                    181,                 1.1106,                0.89745,                 1.0732,                0.61487,                0.36895,                0.43228,                0.25046,                 1.6924,                 1.6908,                 1.4664,                0.00406,                0.00406,                0.00406
                    182,                 1.0952,                0.87556,                 1.0735,                0.62129,                0.36675,                0.43439,                0.25176,                 1.6927,                 1.6913,                 1.4664,               0.004027,               0.004027,               0.004027
                    183,                 1.1028,                0.88832,                 1.0638,                0.64159,                0.36213,                 0.4365,                0.25235,                 1.6932,                 1.6918,                 1.4665,               0.003994,               0.003994,               0.003994
                    184,                 1.1155,                0.89632,                 1.0722,                0.65912,                0.36066,                0.43693,                0.25328,                 1.6927,                 1.6909,                 1.4661,               0.003961,               0.003961,               0.003961
                    185,                 1.1337,                0.91541,                  1.081,                0.65954,                0.36065,                0.43783,                0.25574,                 1.6933,                 1.6912,                 1.4663,               0.003928,               0.003928,               0.003928
                    186,                 1.1269,                0.91461,                 1.0761,                0.66524,                 0.3598,                0.43831,                0.25617,                 1.6931,                 1.6922,                 1.4661,               0.003895,               0.003895,               0.003895
                    187,                 1.1223,                0.89117,                 1.0787,                0.65738,                0.35946,                0.43976,                0.25433,                 1.6933,                 1.6919,                 1.4658,               0.003862,               0.003862,               0.003862
                    188,                 1.1114,                0.88818,                 1.0723,                 0.5111,                0.43284,                0.44167,                0.25716,                  1.693,                 1.6907,                 1.4656,               0.003829,               0.003829,               0.003829
                    189,                 1.1247,                0.90411,                  1.074,                0.51422,                0.43273,                0.44302,                0.25924,                 1.6931,                 1.6885,                 1.4652,               0.003796,               0.003796,               0.003796
                    190,                  1.117,                0.89377,                 1.0693,                0.49746,                0.41761,                0.41507,                0.24735,                 1.6934,                 1.6889,                 1.4651,               0.003763,               0.003763,               0.003763
                    191,                 1.0939,                0.87733,                 1.0651,                0.51683,                0.41564,                 0.4162,                0.24747,                 1.6934,                 1.6884,                 1.4651,                0.00373,                0.00373,                0.00373
                    192,                 1.1172,                0.89356,                 1.0744,                0.53844,                0.43081,                0.44452,                0.26098,                 1.6935,                 1.6881,                  1.465,               0.003697,               0.003697,               0.003697
                    193,                 1.0891,                0.85819,                 1.0607,                0.53349,                 0.4131,                0.41701,                0.24858,                 1.6931,                 1.6873,                 1.4645,               0.003664,               0.003664,               0.003664
                    194,                 1.1014,                0.87759,                 1.0701,                 0.5368,                0.41225,                0.41682,                0.24851,                 1.6937,                 1.6864,                 1.4646,               0.003631,               0.003631,               0.003631
                    195,                 1.1011,                0.88503,                 1.0627,                0.56166,                0.42574,                0.44493,                0.26128,                 1.6938,                 1.6874,                 1.4648,               0.003598,               0.003598,               0.003598
                    196,                 1.1032,                0.87938,                   1.07,                0.54532,                0.40887,                0.42095,                0.24869,                 1.6944,                 1.6868,                 1.4652,               0.003565,               0.003565,               0.003565
                    197,                 1.1093,                0.88044,                 1.0701,                0.54598,                0.40808,                0.42272,                0.24967,                 1.6948,                  1.687,                 1.4649,               0.003532,               0.003532,               0.003532
                    198,                 1.0796,                0.86176,                 1.0612,                0.54626,                0.40741,                0.42332,                0.25004,                 1.6953,                 1.6873,                 1.4652,               0.003499,               0.003499,               0.003499
                    199,                 1.0727,                 0.8532,                 1.0561,                0.55795,                0.40318,                0.42492,                0.25102,                 1.6957,                 1.6863,                 1.4651,               0.003466,               0.003466,               0.003466
                    200,                 1.0755,                0.86217,                 1.0511,                0.53909,                0.42134,                0.43149,                0.25428,                 1.6961,                 1.6866,                 1.4654,               0.003433,               0.003433,               0.003433
                    201,                 1.1114,                0.87293,                 1.0718,                0.53087,                0.43188,                0.43246,                0.25563,                 1.6967,                 1.6861,                 1.4655,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0834,                0.86344,                 1.0532,                0.53077,                0.43234,                0.43362,                0.25707,                 1.6961,                 1.6854,                 1.4651,               0.003367,               0.003367,               0.003367
                    203,                 1.0796,                0.84973,                 1.0586,                0.52706,                0.43321,                0.43293,                0.25682,                 1.6975,                 1.6866,                 1.4657,               0.003334,               0.003334,               0.003334
                    204,                 1.0922,                 0.8741,                 1.0657,                0.52301,                0.43459,                 0.4323,                0.25664,                 1.6972,                 1.6867,                 1.4654,               0.003301,               0.003301,               0.003301
                    205,                   1.09,                0.85885,                 1.0588,                  0.521,                0.43566,                0.43516,                0.25827,                 1.6966,                 1.6862,                 1.4649,               0.003268,               0.003268,               0.003268
                    206,                 1.0658,                0.84576,                 1.0542,                0.52095,                0.43566,                0.43553,                0.25847,                 1.6971,                 1.6864,                  1.465,               0.003235,               0.003235,               0.003235
                    207,                 1.0968,                0.87178,                 1.0636,                0.52075,                0.43581,                0.43597,                0.25871,                 1.6974,                 1.6871,                 1.4649,               0.003202,               0.003202,               0.003202
                    208,                 1.0972,                0.87519,                 1.0612,                0.51642,                 0.4365,                0.43546,                0.25857,                 1.6977,                  1.689,                 1.4653,               0.003169,               0.003169,               0.003169
                    209,                 1.0439,                0.82846,                 1.0476,                0.51635,                0.43622,                0.43743,                0.26025,                 1.6972,                  1.688,                  1.465,               0.003136,               0.003136,               0.003136
                    210,                 1.0879,                0.84731,                 1.0586,                0.51822,                0.43543,                 0.4352,                0.26037,                 1.6979,                 1.6888,                 1.4651,               0.003103,               0.003103,               0.003103
                    211,                 1.0704,                0.83736,                 1.0513,                0.53133,                0.43532,                0.43633,                0.26124,                 1.6979,                  1.689,                 1.4648,                0.00307,                0.00307,                0.00307
                    212,                  1.078,                0.84947,                 1.0567,                0.53171,                0.43496,                0.43852,                 0.2625,                 1.6985,                 1.6896,                 1.4646,               0.003037,               0.003037,               0.003037
                    213,                 1.0724,                0.84883,                 1.0532,                0.53317,                0.43453,                0.44019,                0.26352,                 1.6983,                 1.6891,                 1.4644,               0.003004,               0.003004,               0.003004
                    214,                 1.0664,                0.83316,                 1.0499,                0.53575,                  0.434,                0.43819,                0.26026,                 1.6986,                   1.69,                 1.4641,               0.002971,               0.002971,               0.002971
                    215,                 1.0536,                0.84236,                 1.0448,                0.53413,                0.41435,                0.43796,                0.25999,                 1.6992,                 1.6902,                 1.4643,               0.002938,               0.002938,               0.002938
                    216,                 1.0615,                0.83062,                 1.0532,                0.54295,                0.42998,                0.43803,                0.26129,                 1.6998,                 1.6908,                 1.4647,               0.002905,               0.002905,               0.002905
                    217,                  1.064,                0.83004,                 1.0444,                0.54866,                0.43008,                0.43903,                0.26058,                 1.6999,                 1.6915,                 1.4649,               0.002872,               0.002872,               0.002872
                    218,                 1.0596,                0.82238,                 1.0514,                0.54176,                0.42996,                0.43807,                0.26123,                 1.7015,                 1.6922,                  1.465,               0.002839,               0.002839,               0.002839
                    219,                 1.0588,                0.82828,                 1.0479,                0.54953,                0.43025,                0.43884,                 0.2618,                 1.7027,                 1.6921,                 1.4657,               0.002806,               0.002806,               0.002806
                    220,                 1.0518,                 0.8261,                 1.0402,                0.54141,                0.43073,                0.43715,                0.26136,                 1.7027,                 1.6935,                 1.4656,               0.002773,               0.002773,               0.002773
                    221,                 1.0474,                0.81396,                 1.0469,                0.65122,                0.36934,                 0.4367,                 0.2617,                 1.7037,                 1.6936,                 1.4658,                0.00274,                0.00274,                0.00274
                    222,                 1.0513,                0.82055,                  1.041,                0.64822,                0.37084,                0.43752,                0.26352,                 1.7042,                 1.6944,                 1.4661,               0.002707,               0.002707,               0.002707
                    223,                 1.0682,                 0.8277,                 1.0454,                0.52023,                0.43592,                0.43762,                0.26415,                 1.7044,                 1.6944,                 1.4661,               0.002674,               0.002674,               0.002674
                    224,                 1.0762,                 0.8454,                 1.0466,                0.64596,                0.37137,                0.43749,                0.26423,                 1.7047,                 1.6947,                 1.4664,               0.002641,               0.002641,               0.002641
                    225,                  1.048,                0.82191,                 1.0457,                0.64833,                 0.3712,                0.43741,                0.26381,                 1.7058,                 1.6957,                 1.4669,               0.002608,               0.002608,               0.002608
                    226,                 1.0418,                0.80849,                 1.0388,                0.63349,                0.37079,                0.43768,                0.26387,                 1.7059,                 1.6947,                 1.4665,               0.002575,               0.002575,               0.002575
                    227,                 1.0468,                0.81294,                 1.0425,                 0.6508,                0.37096,                0.43795,                0.26451,                 1.7065,                  1.696,                 1.4667,               0.002542,               0.002542,               0.002542
                    228,                 1.0453,                0.81697,                 1.0447,                0.65126,                0.37135,                 0.4388,                0.26496,                 1.7061,                 1.6953,                 1.4671,               0.002509,               0.002509,               0.002509
                    229,                 1.0492,                0.81166,                 1.0452,                0.65398,                0.36996,                0.43783,                0.26453,                 1.7059,                 1.6953,                 1.4668,               0.002476,               0.002476,               0.002476
                    230,                  1.038,                0.79415,                 1.0306,                0.65559,                0.37025,                 0.4379,                0.26464,                 1.7059,                 1.6955,                 1.4669,               0.002443,               0.002443,               0.002443
                    231,                 1.0358,                0.80047,                 1.0406,                0.65175,                0.37033,                0.43802,                 0.2642,                 1.7069,                 1.6958,                 1.4674,                0.00241,                0.00241,                0.00241
                    232,                 1.0479,                0.82162,                 1.0461,                0.67039,                0.37008,                0.43805,                0.26432,                 1.7068,                 1.6964,                 1.4671,               0.002377,               0.002377,               0.002377
                    233,                 1.0381,                0.80057,                  1.035,                0.69574,                 0.3707,                0.43914,                0.26507,                  1.708,                 1.6976,                 1.4675,               0.002344,               0.002344,               0.002344
                    234,                 1.0518,                0.80935,                  1.042,                0.69658,                0.37107,                0.43922,                0.26501,                 1.7091,                 1.6989,                 1.4681,               0.002311,               0.002311,               0.002311
                    235,                 1.0481,                0.80465,                 1.0376,                0.69984,                 0.3712,                0.43874,                0.26477,                 1.7097,                 1.6998,                 1.4682,               0.002278,               0.002278,               0.002278
                    236,                 1.0313,                0.79254,                 1.0358,                0.69156,                 0.3704,                0.43841,                0.26453,                 1.7097,                 1.6997,                 1.4682,               0.002245,               0.002245,               0.002245
                    237,                 1.0413,                0.80172,                 1.0394,                0.76302,                0.38553,                0.45811,                0.27067,                 1.7105,                 1.7008,                 1.4687,               0.002212,               0.002212,               0.002212
                    238,                 1.0305,                0.79032,                 1.0312,                0.76617,                0.38548,                0.45899,                 0.2712,                 1.7102,                 1.7007,                 1.4685,               0.002179,               0.002179,               0.002179
                    239,                 1.0272,                0.78712,                 1.0287,                0.76704,                0.38553,                 0.4585,                 0.2709,                 1.7111,                 1.7015,                 1.4688,               0.002146,               0.002146,               0.002146
                    240,                 1.0328,                0.78873,                 1.0373,                 0.7679,                 0.3861,                 0.4585,                0.27084,                  1.711,                 1.7027,                 1.4684,               0.002113,               0.002113,               0.002113
                    241,                 1.0233,                0.78911,                 1.0275,                0.76995,                0.38557,                0.45864,                0.27094,                 1.7116,                 1.7011,                  1.469,                0.00208,                0.00208,                0.00208
                    242,                 1.0152,                0.79354,                 1.0301,                0.74625,                0.38525,                0.45866,                0.27499,                  1.711,                 1.7022,                 1.4692,               0.002047,               0.002047,               0.002047
                    243,                 1.0151,                0.78508,                 1.0291,                0.74613,                0.38523,                0.45826,                0.27493,                  1.712,                 1.7024,                 1.4692,               0.002014,               0.002014,               0.002014
                    244,                 1.0221,                0.78939,                 1.0311,                0.74897,                0.38523,                0.45828,                0.27513,                 1.7126,                 1.7035,                 1.4693,               0.001981,               0.001981,               0.001981
                    245,                0.99691,                  0.767,                 1.0228,                0.75699,                0.38517,                 0.4587,                0.27535,                 1.7129,                 1.7047,                 1.4701,               0.001948,               0.001948,               0.001948
                    246,                 1.0304,                0.77769,                 1.0264,                0.75612,                0.38512,                0.45722,                0.27515,                 1.7134,                 1.7073,                 1.4701,               0.001915,               0.001915,               0.001915
                    247,                 1.0168,                0.77371,                 1.0244,                0.75984,                0.38473,                0.45716,                0.27542,                 1.7133,                 1.7075,                 1.4698,               0.001882,               0.001882,               0.001882
                    248,                 1.0181,                0.77896,                 1.0298,                0.75714,                0.38467,                0.45728,                0.27556,                 1.7138,                 1.7077,                 1.4702,               0.001849,               0.001849,               0.001849
                    249,                 1.0107,                0.76613,                 1.0271,                0.76081,                0.38461,                0.45783,                0.27719,                 1.7138,                 1.7062,                 1.4702,               0.001816,               0.001816,               0.001816
                    250,                 1.0184,                0.77243,                 1.0239,                0.75986,                0.38473,                0.45797,                0.27623,                  1.714,                 1.7063,                 1.4704,               0.001783,               0.001783,               0.001783
                    251,                0.99622,                0.77101,                 1.0232,                0.75653,                 0.3848,                0.45852,                0.27644,                 1.7149,                 1.7081,                  1.471,                0.00175,                0.00175,                0.00175
                    252,                 1.0227,                0.77659,                  1.029,                 0.7634,                0.38305,                0.46001,                 0.2773,                 1.7147,                 1.7077,                 1.4713,               0.001717,               0.001717,               0.001717
                    253,                 1.0226,                0.77139,                 1.0291,                0.76423,                0.38384,                0.46068,                0.27755,                 1.7148,                 1.7076,                 1.4719,               0.001684,               0.001684,               0.001684
                    254,                 1.0017,                0.76505,                 1.0188,                  0.766,                0.38331,                0.45945,                0.27559,                 1.7146,                  1.709,                 1.4719,               0.001651,               0.001651,               0.001651
                    255,                  1.002,                0.76111,                 1.0257,                0.72981,                0.39196,                0.44725,                0.27154,                 1.7145,                 1.7087,                 1.4716,               0.001618,               0.001618,               0.001618
                    256,                 1.0077,                0.76567,                 1.0229,                0.70838,                0.39641,                0.44965,                0.27283,                 1.7135,                 1.7076,                 1.4721,               0.001585,               0.001585,               0.001585
                    257,                  1.004,                0.76289,                 1.0242,                0.70779,                0.39619,                0.45023,                0.27149,                 1.7133,                 1.7078,                 1.4721,               0.001552,               0.001552,               0.001552
                    258,                 1.0064,                0.76229,                 1.0246,                0.73147,                0.39204,                0.44829,                0.27041,                 1.7134,                 1.7092,                 1.4724,               0.001519,               0.001519,               0.001519
                    259,                 1.0028,                0.76322,                 1.0283,                0.72984,                0.39289,                0.44584,                0.26971,                 1.7145,                 1.7094,                  1.473,               0.001486,               0.001486,               0.001486
                    260,                 1.0027,                0.76195,                 1.0223,                0.73073,                0.39309,                0.44595,                0.27122,                 1.7137,                 1.7085,                 1.4726,               0.001453,               0.001453,               0.001453
                    261,                 1.0006,                0.76978,                 1.0207,                0.73147,                0.39306,                0.44872,                0.27141,                 1.7136,                 1.7094,                 1.4725,                0.00142,                0.00142,                0.00142
                    262,                0.99307,                0.75667,                 1.0141,                0.72028,                0.39607,                0.44721,                0.27113,                 1.7131,                 1.7083,                 1.4727,               0.001387,               0.001387,               0.001387
                    263,                0.99503,                0.75996,                 1.0229,                0.71982,                0.39607,                0.45042,                0.27451,                  1.713,                 1.7095,                 1.4726,               0.001354,               0.001354,               0.001354
                    264,                0.99387,                0.74979,                 1.0193,                 0.7257,                0.40157,                0.45132,                0.27541,                 1.7124,                 1.7103,                 1.4725,               0.001321,               0.001321,               0.001321
                    265,                 1.0035,                0.75619,                 1.0251,                0.72604,                0.40377,                0.45176,                0.27549,                 1.7122,                   1.71,                 1.4723,               0.001288,               0.001288,               0.001288
                    266,                0.98445,                0.75009,                 1.0215,                 0.7266,                0.40611,                0.45147,                0.27526,                  1.712,                 1.7128,                 1.4724,               0.001255,               0.001255,               0.001255
                    267,                0.98066,                0.73856,                 1.0164,                0.70397,                0.40382,                0.45058,                0.27471,                 1.7121,                 1.7127,                 1.4727,               0.001222,               0.001222,               0.001222
                    268,                0.97637,                0.74283,                  1.021,                0.72995,                0.40894,                0.46343,                0.28259,                 1.7122,                 1.7141,                 1.4731,               0.001189,               0.001189,               0.001189
                    269,                0.97757,                0.73414,                 1.0097,                0.73064,                0.40925,                0.46323,                0.28251,                 1.7123,                 1.7149,                  1.473,               0.001156,               0.001156,               0.001156
                    270,                0.99067,                0.73989,                  1.008,                 0.7231,                0.41384,                0.46329,                0.28263,                 1.7126,                  1.716,                 1.4733,               0.001123,               0.001123,               0.001123
                    271,                0.98996,                0.74242,                 1.0131,                0.71995,                0.41456,                0.46361,                 0.2829,                 1.7119,                  1.716,                 1.4732,                0.00109,                0.00109,                0.00109
                    272,                0.96685,                0.73234,                 1.0048,                0.72329,                0.41418,                0.46385,                0.28314,                 1.7115,                 1.7157,                 1.4734,               0.001057,               0.001057,               0.001057
                    273,                0.95903,                0.72245,                  1.006,                0.72717,                0.41333,                0.46378,                0.28298,                 1.7123,                 1.7172,                 1.4738,               0.001024,               0.001024,               0.001024
                    274,                0.96433,                0.72445,                 1.0063,                0.72285,                0.41301,                0.46366,                0.28314,                 1.7122,                 1.7176,                 1.4746,               0.000991,               0.000991,               0.000991
                    275,                0.96282,                0.73088,                 1.0061,                0.72498,                0.41271,                0.46466,                0.28392,                 1.7123,                 1.7171,                 1.4751,               0.000958,               0.000958,               0.000958
                    276,                0.96483,                 0.7249,                 1.0004,                0.73238,                 0.4126,                0.46654,                0.28465,                 1.7125,                 1.7179,                 1.4756,               0.000925,               0.000925,               0.000925
                    277,                0.97718,                0.72819,                 1.0087,                0.73541,                0.41295,                0.46776,                0.28567,                 1.7123,                 1.7185,                 1.4756,               0.000892,               0.000892,               0.000892
                    278,                0.97735,                0.72835,                 1.0124,                 0.7323,                0.41379,                0.46827,                0.28586,                  1.712,                  1.719,                 1.4756,               0.000859,               0.000859,               0.000859
                    279,                0.98095,                0.73844,                 1.0086,                0.73646,                0.41407,                0.46818,                0.28598,                 1.7119,                 1.7183,                  1.476,               0.000826,               0.000826,               0.000826
                    280,                 0.9719,                0.72762,                  1.006,                0.73611,                0.41356,                0.46839,                 0.2862,                 1.7117,                 1.7181,                 1.4764,               0.000793,               0.000793,               0.000793
                    281,                0.95397,                0.70686,                0.99977,                  0.728,                0.41435,                0.46865,                0.28627,                 1.7123,                  1.719,                 1.4769,                0.00076,                0.00076,                0.00076
                    282,                0.95811,                0.72001,                 1.0078,                0.72723,                0.41401,                0.46736,                 0.2856,                 1.7128,                 1.7203,                 1.4773,               0.000727,               0.000727,               0.000727
                    283,                0.96046,                0.71644,                 1.0001,                0.72469,                0.41393,                0.46707,                0.28372,                 1.7121,                 1.7213,                  1.477,               0.000694,               0.000694,               0.000694
                    284,                0.95179,                0.70429,                 1.0021,                0.72749,                0.41277,                0.46768,                0.28333,                 1.7123,                 1.7212,                 1.4775,               0.000661,               0.000661,               0.000661
                    285,                0.96096,                0.71859,                 1.0087,                0.73966,                0.41209,                0.46889,                 0.2845,                 1.7125,                 1.7205,                 1.4777,               0.000628,               0.000628,               0.000628
                    286,                0.94777,                0.70855,                0.99779,                0.72736,                0.41188,                0.46907,                0.28459,                  1.712,                 1.7209,                  1.478,               0.000595,               0.000595,               0.000595
                    287,                0.94312,                0.70239,                0.99785,                0.78097,                 0.4095,                0.47054,                0.28532,                 1.7123,                  1.721,                 1.4785,               0.000562,               0.000562,               0.000562
                    288,                0.94212,                 0.6978,                  1.001,                0.75926,                 0.4104,                0.46985,                0.28481,                 1.7133,                 1.7209,                 1.4793,               0.000529,               0.000529,               0.000529
                    289,                0.94677,                0.70468,                0.99929,                 0.7488,                0.41034,                0.46973,                0.28501,                 1.7132,                 1.7211,                 1.4794,               0.000496,               0.000496,               0.000496
                    290,                0.95993,                0.70986,                0.99865,                0.74861,                0.41001,                0.46974,                  0.285,                 1.7134,                 1.7223,                 1.4795,               0.000463,               0.000463,               0.000463
                    291,                0.90524,                 0.6161,                0.99056,                 0.7394,                0.41057,                0.46987,                0.28483,                 1.7134,                 1.7239,                 1.4798,                0.00043,                0.00043,                0.00043
                    292,                0.87158,                0.59138,                0.97484,                 0.7407,                0.40961,                0.47013,                0.28492,                 1.7132,                  1.725,                 1.4799,               0.000397,               0.000397,               0.000397
                    293,                0.87395,                0.58521,                0.97063,                0.72418,                0.40984,                0.47037,                0.28245,                 1.7131,                 1.7255,                 1.4805,               0.000364,               0.000364,               0.000364
                    294,                0.86843,                0.58421,                 0.9729,                0.68793,                0.41153,                0.46841,                0.28385,                 1.7129,                 1.7265,                 1.4807,               0.000331,               0.000331,               0.000331
                    295,                0.87734,                0.59491,                0.97491,                0.64865,                0.42037,                0.46803,                0.28362,                 1.7133,                 1.7276,                 1.4812,               0.000298,               0.000298,               0.000298
                    296,                0.86605,                0.58261,                0.96633,                0.64937,                 0.4197,                 0.4677,                0.28079,                 1.7137,                  1.729,                  1.482,               0.000265,               0.000265,               0.000265
                    297,                0.86887,                0.58389,                0.96745,                0.64966,                0.41997,                0.46676,                0.28011,                 1.7132,                 1.7309,                 1.4824,               0.000232,               0.000232,               0.000232
                    298,                0.84783,                 0.5739,                0.96546,                0.64839,                0.42021,                0.46676,                0.28004,                 1.7143,                 1.7322,                 1.4832,               0.000199,               0.000199,               0.000199
                    299,                 0.8627,                0.57888,                0.96582,                0.64626,                0.42106,                0.46451,                0.28023,                 1.7147,                 1.7349,                 1.4839,               0.000166,               0.000166,               0.000166
                    300,                0.85067,                0.56527,                0.96856,                0.64434,                0.42185,                0.46295,                0.27953,                 1.7147,                 1.7364,                 1.4843,               0.000133,               0.000133,               0.000133
